id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,city,country,Rating_Scale,Scale_Price
23788005,39911898,Camila & Paul,2015-07-29,Not Specified,0.0,0.0,f,Cabra,2,3,t,t,53.37727,-6.31298,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,48.0,1,5,1,1,5,5,1.0,5.0,t,0,0,0,0,4,0,0,2018-03-17,2018-05-27,5.0,5.0,4.67,5.0,5.0,4.33,5.0,t,2,0,2,0,0.07,Dublin,Ireland,Very Satisfied,Less than 100
23789532,114711637,Nita,2017-02-03,Not Specified,0.0,0.0,f,Temple Bar,5,12,t,t,53.3513,-6.27492,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,160.0,4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,0,94,0,0,2018-03-19,2020-03-16,4.67,4.85,4.94,4.72,4.63,4.68,4.52,t,5,5,0,0,1.72,Dublin,Ireland,Satisfied,Between 100 to 499
23789711,35720226,Monica,2015-06-13,Not Specified,0.0,0.0,f,Old City,1,3,t,t,53.34364,-6.26795,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,72.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,35,0,0,2018-03-26,2019-05-01,4.91,4.97,4.97,4.85,4.97,5.0,4.85,f,1,0,1,0,0.64,Dublin,Ireland,Satisfied,Less than 100
23799789,81958862,Laurance,2016-07-05,within a few hours,0.75,0.67,f,Ballymun,3,3,t,t,53.40306,-6.27673,Private room in home,Private room,2,1.5 baths,1.0,1.0,28.0,1,7,1,1,7,7,1.0,7.0,t,0,0,0,3,143,0,0,2018-04-03,2020-03-19,4.61,4.73,4.67,4.84,4.95,4.46,4.6,f,2,0,2,0,2.64,Dublin,Ireland,Satisfied,Less than 100
23800404,8396477,Angelica,2013-08-25,Not Specified,0.0,0.0,f,Not Specified,1,1,t,f,53.27747,-6.21586,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,50.0,2,5,2,2,5,5,2.0,5.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,0,1,0,0.0,Dublin,Ireland,Very Dissatisfied,Less than 100
23815018,113788143,Mary,2017-01-29,within an hour,1.0,0.93,f,Puerto Banús,2,7,t,t,53.43315,-6.1343,Entire home,Entire home/apt,7,2.5 baths,4.0,5.0,367.0,5,30,5,5,1125,1125,5.0,1125.0,t,0,29,29,141,19,2,0,2018-05-20,2022-03-20,4.47,4.63,4.16,4.79,4.84,4.79,4.53,t,1,1,0,0,0.36,Dublin,Ireland,Satisfied,Between 100 to 499
23817973,178758234,Alec,2018-03-16,Not Specified,0.0,0.0,f,North City Central/O'Connell Street,1,1,t,t,53.35343,-6.25805,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,90.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,7,0,0,2018-04-08,2018-05-30,4.86,5.0,4.71,4.86,4.86,4.86,4.86,f,1,1,0,0,0.13,Not Specified,Not Specified,Satisfied,Less than 100
23841940,123654242,John,2017-03-31,Not Specified,0.0,0.0,f,Trinity College,2,2,t,t,53.34256,-6.24493,Entire cabin,Entire home/apt,3,1 bath,1.0,2.0,264.0,4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,0,3,0,0,2018-03-31,2018-07-12,5.0,5.0,4.67,5.0,5.0,5.0,4.67,t,2,2,0,0,0.06,Not Specified,Not Specified,Satisfied,Between 100 to 499
23880550,9324463,Declan,2013-10-09,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.40642,-6.1575,Private room in home,Private room,2,2 shared baths,2.0,2.0,60.0,4,30,4,4,30,30,4.0,30.0,t,0,0,0,0,6,0,0,2018-08-29,2018-09-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.12,Dublin,Ireland,Very Satisfied,Less than 100
23893836,177698715,Fabio,2018-03-10,Not Specified,0.0,0.0,f,The Liberties,1,2,t,t,53.34145,-6.28676,Private room in condo,Private room,2,1 shared bath,1.0,1.0,40.0,1,27,1,3,27,27,1.6,27.0,t,0,0,0,0,12,0,0,2018-04-15,2018-09-29,4.33,4.67,3.92,4.75,4.75,4.5,4.33,t,1,0,1,0,0.22,Dublin,Ireland,Satisfied,Less than 100
23904263,57373403,Rory,2016-02-04,within an hour,1.0,0.0,f,Not Specified,1,2,t,t,53.3147,-6.24897,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,179.0,14,1125,14,14,1125,1125,14.0,1125.0,t,0,0,0,195,9,0,0,2019-12-02,2020-03-16,4.56,4.78,3.89,4.78,5.0,4.89,4.67,t,1,1,0,0,0.27,Dublin,Ireland,Satisfied,Between 100 to 499
23917506,179776558,Cezar & Danilo,2018-03-21,within a few hours,1.0,1.0,t,Phibsborough,2,3,t,t,53.3512,-6.27217,Private room in home,Private room,2,1 shared bath,1.0,1.0,149.0,2,1124,2,3,1125,1125,2.4,1125.0,t,0,0,0,0,165,50,1,2018-04-23,2022-08-29,4.85,4.91,4.93,4.95,4.9,4.78,4.74,t,2,0,2,0,3.09,Dublin,Ireland,Satisfied,Between 100 to 499
23934999,179178657,Michael,2018-03-18,Not Specified,0.0,0.0,f,Not Specified,1,2,t,t,53.26187,-6.20819,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,100.0,3,3,3,3,3,3,3.0,3.0,t,0,0,0,0,1,0,0,2018-04-02,2018-04-02,3.0,4.0,3.0,5.0,5.0,4.0,4.0,t,1,1,0,0,0.02,Not Specified,Not Specified,Satisfied,Between 100 to 499
23937997,2295359,Jacky,2012-05-05,within a day,0.6,0.48,f,Rathgar,1,2,t,t,53.3197,-6.25896,Entire townhouse,Entire home/apt,4,1 bath,3.0,3.0,262.0,2,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,106,23,0,0,2018-04-19,2020-01-02,4.87,4.74,4.83,4.83,4.87,4.91,4.78,f,1,1,0,0,0.43,London,United Kingdom,Satisfied,Between 100 to 499
23943531,180014072,Ray,2018-03-22,within an hour,1.0,1.0,f,Drumcondra,6,8,t,f,53.37201,-6.25079,Private room in home,Private room,3,1 private bath,1.0,3.0,56.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,9,0,0,2018-04-01,2019-07-06,4.89,5.0,4.89,4.89,5.0,4.89,4.89,t,3,0,3,0,0.17,Dublin,Ireland,Satisfied,Less than 100
23945577,2781611,Sasha,2012-06-29,within an hour,1.0,0.93,f,Phibsborough,2,5,t,t,53.35978,-6.25343,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,224.0,2,1125,2,2,1125,1125,2.0,1125.0,t,7,25,41,88,87,27,4,2018-04-23,2022-08-26,4.78,4.86,4.77,4.87,4.97,4.53,4.66,f,2,1,1,0,1.63,Dublin,Ireland,Satisfied,Between 100 to 499
23954320,114223939,Salva,2017-01-31,Not Specified,0.0,0.0,f,Ranelagh and Rathmines,1,1,t,f,53.32352,-6.27083,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,50.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,1,0,0,2018-03-31,2018-03-31,4.0,4.0,4.0,4.0,5.0,4.0,4.0,f,1,0,1,0,0.02,Málaga,Spain,Satisfied,Less than 100
23958167,100137481,Fiona,2016-10-18,Not Specified,0.0,1.0,t,Booterstown,1,1,t,t,53.30056,-6.20326,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,160.0,3,14,3,3,14,14,3.0,14.0,t,0,0,0,0,56,10,0,2018-04-29,2022-05-01,4.93,4.93,4.93,4.98,5.0,4.71,4.75,f,1,1,0,0,1.05,Not Specified,Switzerland,Satisfied,Between 100 to 499
23962835,176073803,Dorothy,2018-03-01,within a day,1.0,0.72,f,Drumcondra,1,1,t,f,53.36787,-6.26383,Entire bungalow,Entire home/apt,3,1 bath,2.0,3.0,209.0,2,4,2,2,4,4,2.0,4.0,t,6,13,23,23,46,10,1,2018-04-22,2022-08-28,4.83,4.96,4.89,4.98,4.96,4.67,4.78,f,1,1,0,0,0.86,Not Specified,Not Specified,Satisfied,Between 100 to 499
23963560,180203924,Ana Mihaela,2018-03-23,within an hour,1.0,1.0,f,Ballsbridge,4,6,t,t,53.32054,-6.22145,Entire townhouse,Entire home/apt,6,3 baths,3.0,4.0,429.0,3,150,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,3,0,0,2018-04-14,2018-05-28,4.5,5.0,5.0,5.0,5.0,5.0,4.67,f,3,3,0,0,0.06,Not Specified,Not Specified,Satisfied,Between 100 to 499
23963850,180206908,Bernie,2018-03-23,Not Specified,0.0,0.0,f,Not Specified,1,1,t,f,53.27408,-6.33333,Entire home,Entire home/apt,6,1.5 baths,3.0,4.0,150.0,5,1125,5,5,1125,1125,5.0,1125.0,t,0,0,0,0,2,0,0,2018-05-22,2018-06-01,4.0,5.0,4.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.04,Not Specified,Not Specified,Very Satisfied,Between 100 to 499
23975897,24552782,Nicholas,2014-12-06,Not Specified,0.0,0.0,f,Docklands,2,2,t,t,53.35001,-6.24754,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,100.0,3,14,3,3,14,14,3.0,14.0,t,0,0,0,0,15,0,0,2018-04-04,2019-12-02,4.8,4.87,4.8,4.8,4.93,4.87,4.93,t,2,2,0,0,0.28,Dublin,Ireland,Satisfied,Between 100 to 499
23992638,180502133,Eleanor,2018-03-25,Not Specified,0.0,0.0,f,Phibsborough,1,1,t,f,53.3584,-6.25581,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,30.0,4,1125,1,4,1125,1125,3.1,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,0,1,0,0.0,Not Specified,Not Specified,Very Dissatisfied,Less than 100
23995285,180014072,Ray,2018-03-22,within an hour,1.0,1.0,f,Drumcondra,6,8,t,f,53.37378,-6.25145,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,55.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,37,1,1,2018-04-02,2022-09-10,4.78,4.84,4.81,4.78,4.76,4.92,4.73,t,3,0,3,0,0.68,Dublin,Ireland,Satisfied,Less than 100
23995395,180544395,Amy,2018-03-25,Not Specified,0.0,0.0,f,Not Specified,1,1,t,f,53.34219,-6.23402,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,95.0,2,4,2,2,4,4,2.0,4.0,t,0,0,0,0,1,0,0,2018-04-04,2018-04-04,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,1,0,1,0,0.02,Dublin,Ireland,Satisfied,Less than 100
24007844,180014072,Ray,2018-03-22,within an hour,1.0,1.0,f,Drumcondra,6,8,t,f,53.37392,-6.25235,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,41.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,18,0,0,2018-03-26,2019-09-22,4.76,5.0,5.0,5.0,5.0,4.94,4.59,t,3,0,3,0,0.33,Dublin,Ireland,Satisfied,Less than 100
24016600,180543246,Ailbhe,2018-03-25,Not Specified,0.0,0.0,f,The Liberties,1,2,t,t,53.33504,-6.27732,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,55.0,3,5,3,3,5,5,3.0,5.0,t,0,0,0,0,5,0,0,2018-04-28,2018-05-27,4.8,4.8,4.6,5.0,4.8,4.6,4.4,f,1,0,1,0,0.09,Balbriggan,Ireland,Satisfied,Less than 100
24017044,10168910,Fabien,2015-06-18,Not Specified,0.0,0.0,f,Temple Bar,2,3,t,t,53.34412,-6.26862,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,100.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,1,0,0,2018-04-01,2018-04-01,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,2,1,1,0,0.02,Dublin,Ireland,Satisfied,Between 100 to 499
24017606,8850125,Mark,2013-09-15,within an hour,1.0,0.82,f,Harold's Cross,1,2,t,t,53.32265,-6.28378,Entire home,Entire home/apt,6,1.5 baths,4.0,4.0,320.0,4,1125,3,20,30,1125,5.9,993.7,t,17,37,37,41,22,16,1,2018-12-28,2022-08-29,4.86,4.67,4.9,5.0,5.0,4.76,4.57,f,1,1,0,0,0.49,Dublin,Ireland,Satisfied,Between 100 to 499
24031304,48231419,Helena,2015-11-05,within an hour,1.0,0.95,f,Ballsbridge,3,3,t,t,53.28851,-6.25539,Private room in home,Private room,1,1 shared bath,1.0,1.0,71.0,2,1125,2,2,1125,1125,2.0,1125.0,t,6,9,9,76,123,22,1,2018-05-05,2022-08-28,4.8,4.84,4.89,4.83,4.83,4.71,4.79,f,3,0,3,0,2.32,Dublin,Ireland,Satisfied,Less than 100
24054749,20862964,Nicoletta,2014-09-02,Not Specified,0.0,0.0,f,Smithfield,1,3,t,t,53.34841,-6.27846,Private room in condo,Private room,2,1 private bath,1.0,1.0,88.0,2,1124,2,2,1124,1124,2.0,1124.0,t,0,0,0,0,18,0,0,2018-05-04,2019-09-26,4.81,4.81,4.69,4.69,5.0,4.88,4.81,t,1,0,1,0,0.34,Dublin,Ireland,Satisfied,Less than 100
24076459,180203924,Ana Mihaela,2018-03-23,within an hour,1.0,1.0,f,Ballsbridge,4,6,t,t,53.34598,-6.25614,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,330.0,3,90,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,3,0,0,2018-06-06,2020-12-02,3.67,4.0,4.33,3.67,3.0,4.33,4.0,f,3,3,0,0,0.06,Not Specified,Not Specified,Satisfied,Between 100 to 499
24082233,181332318,Olga,2018-03-29,Not Specified,0.0,0.0,f,Rathgar,1,2,t,t,53.32923,-6.26661,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,165.0,3,30,3,3,30,30,3.0,30.0,t,0,0,0,0,23,0,0,2018-06-05,2019-06-23,5.0,4.96,4.78,4.96,5.0,4.96,4.91,f,1,1,0,0,0.44,Dublin,Ireland,Satisfied,Between 100 to 499
24091967,109509786,Faustine,2017-01-02,Not Specified,0.0,0.0,f,Docklands,1,1,t,t,53.33862,-6.23802,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,90.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,9,0,0,2018-04-02,2020-02-09,5.0,5.0,5.0,5.0,5.0,4.88,4.88,t,1,0,1,0,0.17,Dublin,Ireland,Satisfied,Less than 100
24099891,48841267,Sara,2015-11-12,Not Specified,0.0,0.0,f,Phoenix Park and Surrounds,1,1,t,f,53.34695,-6.30277,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,65.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,50,0,0,2018-04-15,2019-01-23,4.73,4.85,4.92,4.81,4.9,4.63,4.65,t,1,0,1,0,0.93,Dublin,Ireland,Satisfied,Less than 100
24112264,181609449,Eibhlin,2018-03-31,within an hour,1.0,1.0,f,Rathgar,1,1,t,f,53.31532,-6.28027,Entire home,Entire home/apt,4,1 bath,3.0,3.0,200.0,5,12,5,5,12,12,5.0,12.0,t,0,0,0,0,3,1,0,2018-07-29,2022-08-07,4.5,5.0,4.5,4.0,4.5,4.0,5.0,f,1,1,0,0,0.06,Dublin,Ireland,Very Satisfied,Between 100 to 499
24116914,58012055,Maria,2016-02-09,within an hour,1.0,0.97,f,Fairview,1,1,t,t,53.36623,-6.24639,Private room in condo,Private room,1,1.5 shared baths,1.0,1.0,82.0,2,20,2,2,1125,1125,2.0,1125.0,t,5,5,15,15,46,13,4,2018-05-20,2022-09-08,4.74,4.7,4.78,4.91,4.93,4.52,4.54,t,1,0,1,0,0.88,Dublin,Ireland,Satisfied,Less than 100
24132253,95712101,Tommy,2016-09-18,Not Specified,0.0,0.0,f,Ranelagh and Rathmines,1,1,t,t,53.32209,-6.27162,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,40.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,0,1,0,0.0,Dublin,Ireland,Very Dissatisfied,Less than 100
24133686,140105650,Sacha,2017-07-12,Not Specified,0.0,0.56,f,Not Specified,1,3,t,t,53.29235,-6.26798,Entire townhouse,Entire home/apt,6,3.5 baths,4.0,5.0,225.0,3,30,3,3,30,30,3.0,30.0,t,0,0,0,0,36,5,1,2018-04-02,2022-08-22,4.86,4.94,4.91,4.83,4.86,4.71,4.89,f,1,1,0,0,0.66, Dublin,Ireland,Satisfied,Between 100 to 499
24145764,85052651,Michelle,2016-07-21,within a few hours,1.0,0.53,t,Not Specified,1,1,t,t,53.25701,-6.21811,Private room in home,Private room,1,2.5 shared baths,1.0,1.0,41.0,1,5,1,1,5,5,1.0,5.0,t,9,30,60,60,33,20,2,2018-10-09,2022-08-24,4.88,4.85,5.0,5.0,4.94,4.76,4.94,f,1,0,1,0,0.69,Stepaside,Ireland,Satisfied,Less than 100
24146330,181939923,Philip,2018-04-02,Not Specified,0.0,0.0,f,Terenure,1,1,t,t,53.30684,-6.30208,Entire condo,Entire home/apt,4,1.5 baths,2.0,2.0,85.0,2,30,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,99,0,0,2018-05-17,2019-09-18,4.56,4.88,4.63,4.91,4.87,4.6,4.66,t,1,1,0,0,1.88,Dublin,Ireland,Satisfied,Less than 100
24147407,181953437,Martha,2018-04-02,Not Specified,0.0,0.0,f,Drumcondra,1,1,t,t,53.36959,-6.25358,Private room in home,Private room,2,1 shared bath,1.0,1.0,61.0,2,5,2,2,5,5,2.0,5.0,t,0,0,0,0,40,0,0,2018-05-04,2019-05-19,4.92,4.97,5.0,4.92,5.0,4.74,4.76,t,1,0,1,0,0.75,Dublin,Ireland,Satisfied,Less than 100
24150313,83734553,Diogo,2016-07-14,Not Specified,0.0,0.0,f,Rathgar,1,1,t,f,53.31855,-6.26374,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,60.0,2,7,2,2,7,7,2.0,7.0,t,0,0,0,0,1,0,0,2018-04-29,2018-04-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.02,Dublin,Ireland,Very Satisfied,Less than 100
24183695,19350785,Will,2014-08-02,Not Specified,0.0,0.0,f,Meelick,2,3,t,t,53.32709,-6.26327,Private room in home,Private room,2,1 shared bath,1.0,1.0,75.0,3,7,3,3,7,7,3.0,7.0,t,0,0,0,0,1,0,0,2018-05-22,2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,0,1,0,0.02,Kerry,Ireland,Very Dissatisfied,Less than 100
24194293,182376082,Clara,2018-04-04,within an hour,1.0,1.0,t,Glasnevin,1,1,t,t,53.37779109816557,-6.28516819283796,Entire guest suite,Entire home/apt,5,1 bath,2.0,5.0,150.0,3,1125,3,3,1125,1125,3.0,1125.0,t,3,8,13,123,127,54,5,2018-06-03,2022-09-05,4.91,4.94,4.91,4.98,4.96,4.73,4.86,t,1,1,0,0,2.44,Not Specified,Not Specified,Satisfied,Between 100 to 499
24198021,127984226,Jonothan,2017-04-28,within an hour,0.92,0.88,f,Docklands,19,56,t,t,53.33907,-6.24313,Entire home,Entire home/apt,7,1 bath,3.0,3.0,228.0,14,1125,14,14,1125,1125,14.0,1125.0,t,0,0,0,255,43,0,0,2018-04-07,2020-12-28,4.55,4.69,4.83,4.86,4.71,4.62,4.57,f,14,13,0,0,0.8,Swords,Ireland,Satisfied,Between 100 to 499
24203302,27424509,Natasha,2015-02-08,Not Specified,0.0,0.0,f,Terenure,2,3,t,t,53.31223,-6.2916,Entire townhouse,Entire home/apt,5,1.5 baths,3.0,3.0,300.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,3,0,0,2018-07-12,2019-07-14,5.0,5.0,4.67,5.0,5.0,4.33,5.0,f,1,1,0,0,0.06,Dublin,Ireland,Very Satisfied,Between 100 to 499
24203388,39776728,Gemma,2015-07-28,Not Specified,0.0,0.0,f,Docklands,3,4,t,t,53.34051,-6.23165,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,140.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,74,0,0,2018-04-29,2019-09-12,4.69,4.84,4.78,4.8,4.82,4.77,4.76,t,3,3,0,0,1.39,Dublin,Ireland,Satisfied,Between 100 to 499
24203920,48177380,Vicky,2015-11-04,Not Specified,0.0,0.0,f,Not Specified,1,2,t,t,53.34089,-6.23533,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,90.0,2,1125,2,2,1125,1125,2.0,1125.0,f,0,0,0,0,3,0,0,2018-04-15,2018-07-13,4.33,5.0,4.0,5.0,4.67,5.0,4.67,f,1,1,0,0,0.06,Waterloo,Canada,Satisfied,Less than 100
24205890,115986459,Enrico,2017-02-11,Not Specified,0.0,0.0,f,Blackrock,1,5,t,f,53.29247,-6.18582,Private room in home,Private room,2,1 private bath,1.0,1.0,50.0,3,30,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,8,0,0,2018-04-13,2019-06-21,4.17,4.5,4.5,4.67,4.33,4.5,4.33,t,1,0,1,0,0.15,London,United Kingdom,Satisfied,Less than 100
24207889,62611476,Lucie,2016-03-12,Not Specified,0.0,0.0,f,Not Specified,2,2,t,t,53.40897,-6.16482,Private room in home,Private room,5,1 private bath,1.0,3.0,49.0,1,3,1,1,3,3,1.0,3.0,t,0,0,0,0,96,0,0,2018-04-28,2019-09-16,4.75,4.89,4.89,4.92,4.95,4.7,4.7,t,2,0,2,0,1.8,London,United Kingdom,Satisfied,Less than 100
24218697,70154490,Gavin  RG,2016-05-03,within a day,0.79,0.58,f,Temple Bar,21,59,t,t,53.31672,-6.27296,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,81.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,42,0,0,2018-04-24,2020-01-03,4.46,4.67,4.79,4.72,4.59,4.67,4.23,f,12,12,0,0,0.79, Dublin,Ireland,Satisfied,Less than 100
24223651,180203924,Ana Mihaela,2018-03-23,within an hour,1.0,1.0,f,Ballsbridge,4,6,t,t,53.34611,-6.25544,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,335.0,3,60,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,1,1,0,2022-06-09,2022-06-09,4.0,5.0,5.0,5.0,5.0,5.0,4.0,f,3,3,0,0,0.31,Not Specified,Not Specified,Satisfied,Between 100 to 499
24223932,80561927,Jeff,2016-06-28,Not Specified,0.0,0.0,f,Dundrum,1,1,t,f,53.27251,-6.23906,Entire home,Entire home/apt,7,2.5 baths,4.0,5.0,200.0,7,30,7,7,30,30,7.0,30.0,t,0,0,0,0,4,0,0,2018-05-15,2019-07-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.08, Dublin,Ireland,Very Satisfied,Between 100 to 499
24224956,61767721,Paul,2016-03-06,Not Specified,0.0,0.0,f,Cabra,1,1,t,t,53.35868,-6.28567,Private room in townhouse,Private room,2,2 baths,1.0,1.0,40.0,2,1124,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,7,0,0,2018-06-05,2018-07-31,5.0,5.0,5.0,4.86,4.86,4.57,5.0,t,1,0,1,0,0.13,Dublin,Ireland,Very Satisfied,Less than 100
24227950,115812110,Richard,2017-02-10,Not Specified,0.0,0.0,f,Not Specified,1,2,t,t,53.32299,-6.23929,Entire townhouse,Entire home/apt,5,2 baths,4.0,3.0,164.0,180,1125,180,180,1125,1125,180.0,1125.0,t,0,0,0,0,3,0,0,2018-06-25,2018-12-15,5.0,4.67,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0,0.06,Dublin,Ireland,Satisfied,Between 100 to 499
24229491,182657966,Josephine,2018-04-05,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.40177,-6.16384,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,42.0,1,10,1,1,10,10,1.0,10.0,t,0,0,0,0,37,0,0,2018-04-15,2019-01-01,4.81,4.83,4.94,4.86,4.92,4.5,4.75,f,1,0,1,0,0.69,Dublin,Ireland,Satisfied,Less than 100
24236216,44823871,Jackie,2015-09-22,within a day,1.0,0.43,f,Not Specified,1,1,t,t,53.2822,-6.19865,Entire home,Entire home/apt,8,3.5 baths,5.0,5.0,436.0,5,1125,5,5,1125,1125,5.0,1125.0,t,0,1,1,63,20,2,0,2018-07-10,2022-08-05,5.0,5.0,4.75,4.95,5.0,4.95,4.95,f,1,1,0,0,0.39,Dublin,Ireland,Satisfied,Between 100 to 499
24249263,94168794,Patricia,2016-09-08,within a few hours,1.0,0.68,f,The Liberties,2,2,t,t,53.33436,-6.2781,Private room in home,Private room,2,1 private bath,1.0,1.0,100.0,2,1125,2,2,1125,1125,2.0,1125.0,t,1,1,1,1,81,26,7,2018-04-29,2022-09-01,5.0,4.99,4.99,4.99,5.0,4.81,4.93,f,2,1,1,0,1.52,Dublin,Ireland,Satisfied,Between 100 to 499
24257446,28443725,Laurence,2015-02-27,Not Specified,0.0,0.0,f,Not Specified,1,1,t,f,53.2938,-6.1398,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,100.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,1,0,0,0.0,Dublin,Ireland,Very Dissatisfied,Between 100 to 499
24275187,48691977,Arjola,2015-11-10,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.40607,-6.27604,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,18.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,2,0,0,2018-05-16,2018-06-04,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,1,0,1,0,0.04,Dublin,Ireland,Very Satisfied,Less than 100
24276820,183094620,Breda,2018-04-08,a few days or more,0.43,0.22,f,Not Specified,1,1,t,t,53.29293,-6.19338,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,90.0,3,1125,3,3,1125,1125,3.0,1125.0,t,4,4,14,14,38,1,0,2018-04-21,2022-03-20,4.89,4.87,4.61,4.97,4.92,4.82,4.92,f,1,1,0,0,0.71,Dublin,Ireland,Satisfied,Less than 100
24293583,104666130,Caroline,2016-11-21,Not Specified,0.0,0.0,f,Trinity College,2,2,t,f,53.34632,-6.25732,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,80.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,0,1,0,0.0,Dublin,Ireland,Very Dissatisfied,Less than 100
